rating,genre,theater_date,dvd_date,runtime
R,Action,"Oct 9, 1971","Sep 25, 2001",104 minutes
R,Adventure,"Oct 9, 1971","Sep 25, 2001",104 minutes
R,Classics,"Oct 9, 1971","Sep 25, 2001",104 minutes
R,Drama,"Oct 9, 1971","Sep 25, 2001",104 minutes
R,Drama,"Aug 17, 2012","Jan 1, 2013",108 minutes
R,Science Fiction,"Aug 17, 2012","Jan 1, 2013",108 minutes
R,Fantasy,"Aug 17, 2012","Jan 1, 2013",108 minutes
R,Drama,"Sep 13, 1996","Apr 18, 2000",116 minutes
R,Musical,"Sep 13, 1996","Apr 18, 2000",116 minutes
R,Performing Arts,"Sep 13, 1996","Apr 18, 2000",116 minutes
R,Drama,"Dec 9, 1994","Aug 27, 1997",128 minutes
R,Mystery,"Dec 9, 1994","Aug 27, 1997",128 minutes
R,Suspense,"Dec 9, 1994","Aug 27, 1997",128 minutes
PG,Drama,"Mar 3, 2000","Jul 11, 2000",95 minutes
PG,Kids,"Mar 3, 2000","Jul 11, 2000",95 minutes
PG,Family,"Mar 3, 2000","Jul 11, 2000",95 minutes
PG-13,Comedy,"Jan 11, 2002","Jun 18, 2002",82 minutes
R,Drama,"Apr 27, 2006","Oct 2, 2007",123 minutes
R,Drama,"Jun 30, 2010","Nov 9, 2010",117 minutes
PG-13,Action,"Jun 9, 1995","Jul 27, 1999",108 minutes
PG-13,Adventure,"Jun 9, 1995","Jul 27, 1999",108 minutes
PG-13,Mystery,"Jun 9, 1995","Jul 27, 1999",108 minutes
PG-13,Suspense,"Jun 9, 1995","Jul 27, 1999",108 minutes
PG-13,Science Fiction,"Jun 9, 1995","Jul 27, 1999",108 minutes
PG-13,Fantasy,"Jun 9, 1995","Jul 27, 1999",108 minutes
NR,Documentary,"Aug 23, 2002","Sep 30, 2003",90 minutes
NR,Special Interest,"Aug 23, 2002","Sep 30, 2003",90 minutes
PG-13,Classics,"Dec 22, 1968","May 20, 2008",97 minutes
PG-13,Comedy,"Dec 22, 1968","May 20, 2008",97 minutes
PG-13,Drama,"Dec 22, 1968","May 20, 2008",97 minutes
R,Comedy,"Jan 31, 1997","Sep 20, 1999",106 minutes
R,Comedy,"Dec 17, 2010","Apr 5, 2011",108 minutes
R,Drama,"Dec 17, 2010","Apr 5, 2011",108 minutes
R,Mystery,"Dec 17, 2010","Apr 5, 2011",108 minutes
R,Suspense,"Dec 17, 2010","Apr 5, 2011",108 minutes
R,Drama,"Dec 20, 2013","Mar 18, 2014",129 minutes
PG,Action,"Nov 6, 1987","Mar 8, 2005",98 minutes
PG,Adventure,"Nov 6, 1987","Mar 8, 2005",98 minutes
PG,Comedy,"Nov 6, 1987","Mar 8, 2005",98 minutes
PG,Drama,"Nov 6, 1987","Mar 8, 2005",98 minutes
PG-13,Action,"Dec 25, 2013","Apr 1, 2014",127 minutes
PG-13,Adventure,"Dec 25, 2013","Apr 1, 2014",127 minutes
PG-13,Drama,"Dec 25, 2013","Apr 1, 2014",127 minutes
PG-13,Science Fiction,"Dec 25, 2013","Apr 1, 2014",127 minutes
PG-13,Fantasy,"Dec 25, 2013","Apr 1, 2014",127 minutes
R,Art House,"May 14, 2004","Sep 21, 2004",96 minutes
R,International,"May 14, 2004","Sep 21, 2004",96 minutes
R,Comedy,"May 14, 2004","Sep 21, 2004",96 minutes
R,Drama,"May 14, 2004","Sep 21, 2004",96 minutes
R,Musical,"May 14, 2004","Sep 21, 2004",96 minutes
R,Performing Arts,"May 14, 2004","Sep 21, 2004",96 minutes
G,Classics,"Jun 15, 1966","Jan 7, 2003",90 minutes
G,Comedy,"Jun 15, 1966","Jan 7, 2003",90 minutes
G,Musical,"Jun 15, 1966","Jan 7, 2003",90 minutes
G,Performing Arts,"Jun 15, 1966","Jan 7, 2003",90 minutes
G,Romance,"Jun 15, 1966","Jan 7, 2003",90 minutes
PG,Action,"Apr 1, 1981","May 10, 2011",101 minutes
PG,Adventure,"Apr 1, 1981","May 10, 2011",101 minutes
PG,Drama,"Apr 1, 1981","May 10, 2011",101 minutes
PG,Science Fiction,"Apr 1, 1981","May 10, 2011",101 minutes
PG,Fantasy,"Apr 1, 1981","May 10, 2011",101 minutes
R,Action,"Nov 1, 1996","Aug 22, 2000",114 minutes
R,Adventure,"Nov 1, 1996","Aug 22, 2000",114 minutes
R,Drama,"Nov 1, 1996","Aug 22, 2000",114 minutes
R,Mystery,"Nov 1, 1996","Aug 22, 2000",114 minutes
R,Suspense,"Nov 1, 1996","Aug 22, 2000",114 minutes
PG-13,Action,"Dec 31, 2000","Nov 7, 2000",123 minutes
PG-13,Adventure,"Dec 31, 2000","Nov 7, 2000",123 minutes
PG-13,Mystery,"Dec 31, 2000","Nov 7, 2000",123 minutes
PG-13,Suspense,"Dec 31, 2000","Nov 7, 2000",123 minutes
R,Drama,"Jul 30, 1999","Jan 18, 2000",110 minutes
R,Art House,"Dec 23, 1970","Aug 7, 2001",96 minutes
R,International,"Dec 23, 1970","Aug 7, 2001",96 minutes
R,Classics,"Dec 23, 1970","Aug 7, 2001",96 minutes
R,Horror,"Dec 23, 1970","Aug 7, 2001",96 minutes
R,Mystery,"Dec 23, 1970","Aug 7, 2001",96 minutes
R,Suspense,"Dec 23, 1970","Aug 7, 2001",96 minutes
R,Horror,"Apr 20, 2007","Oct 30, 2007",97 minutes
R,Drama,"Sep 19, 2003","Apr 13, 2004",95 minutes
R,Drama,"May 16, 2003","Oct 7, 2003",106 minutes
R,Comedy,"Mar 11, 2003","Jan 25, 2005",82 minutes
R,Comedy,"Aug 13, 1997","Nov 2, 1999",91 minutes
R,Musical,"Aug 13, 1997","Nov 2, 1999",91 minutes
R,Performing Arts,"Aug 13, 1997","Nov 2, 1999",91 minutes
NR,Mystery,"Oct 26, 1967","Aug 5, 2003",108 minutes
NR,Suspense,"Oct 26, 1967","Aug 5, 2003",108 minutes
PG,Comedy,"Apr 21, 1995","Feb 3, 1998",103 minutes
PG,Drama,"Apr 21, 1995","Feb 3, 1998",103 minutes
PG,Romance,"Apr 21, 1995","Feb 3, 1998",103 minutes
NR,Comedy,"Nov 15, 2013","Mar 25, 2014",142 minutes
NR,Drama,"Nov 15, 2013","Mar 25, 2014",142 minutes
R,Drama,"Oct 6, 1995","May 19, 1998",119 minutes
R,Comedy,"Nov 21, 2012","Apr 30, 2013",122 minutes
PG,Comedy,"Jan 27, 1984","Nov 6, 2001",86 minutes
PG,Romance,"Jan 27, 1984","Nov 6, 2001",86 minutes
R,Horror,"Jan 1, 1987","Nov 27, 2001",95 minutes
R,Action,"Feb 10, 2006","Jul 25, 2006",93 minutes
R,Adventure,"Feb 10, 2006","Jul 25, 2006",93 minutes
R,Drama,"Feb 10, 2006","Jul 25, 2006",93 minutes
R,Horror,"Feb 10, 2006","Jul 25, 2006",93 minutes
R,Mystery,"Feb 10, 2006","Jul 25, 2006",93 minutes
R,Suspense,"Feb 10, 2006","Jul 25, 2006",93 minutes
R,Action,"Mar 26, 1997","Feb 24, 1998",111 minutes
R,Adventure,"Mar 26, 1997","Feb 24, 1998",111 minutes
R,Drama,"Mar 26, 1997","Feb 24, 1998",111 minutes
R,Mystery,"Mar 26, 1997","Feb 24, 1998",111 minutes
R,Suspense,"Mar 26, 1997","Feb 24, 1998",111 minutes
PG-13,Comedy,"Aug 21, 1998","Dec 22, 1998",86 minutes
PG,Comedy,"Nov 21, 2007","Mar 18, 2008",108 minutes
PG,Kids,"Nov 21, 2007","Mar 18, 2008",108 minutes
PG,Family,"Nov 21, 2007","Mar 18, 2008",108 minutes
PG,Romance,"Nov 21, 2007","Mar 18, 2008",108 minutes
R,Mystery,"Mar 8, 2013","Jul 9, 2013",118 minutes
R,Suspense,"Mar 8, 2013","Jul 9, 2013",118 minutes
R,Horror,"Jan 17, 2014","Apr 29, 2014",89 minutes
NR,Classics,"Sep 21, 1940","Jul 18, 2006",106 minutes
NR,Drama,"Sep 21, 1940","Jul 18, 2006",106 minutes
PG,Action,"Jun 12, 1981","Oct 21, 2003",115 minutes
PG,Adventure,"Jun 12, 1981","Oct 21, 2003",115 minutes
PG,Comedy,"May 14, 1986","Nov 23, 2004",107 minutes
R,Action,"Apr 6, 1965","May 22, 2001",165 minutes
R,Adventure,"Apr 6, 1965","May 22, 2001",165 minutes
R,Classics,"Apr 6, 1965","May 22, 2001",165 minutes
R,Drama,"Apr 6, 1965","May 22, 2001",165 minutes
R,Action,"Feb 25, 2011","May 31, 2011",107 minutes
R,Adventure,"Feb 25, 2011","May 31, 2011",107 minutes
R,Mystery,"Feb 25, 2011","May 31, 2011",107 minutes
R,Suspense,"Feb 25, 2011","May 31, 2011",107 minutes
PG-13,Comedy,"Jul 1, 2011","Nov 15, 2011",99 minutes
PG-13,Drama,"Jul 1, 2011","Nov 15, 2011",99 minutes
R,Action,"May 19, 1995","Mar 16, 1999",98 minutes
R,Adventure,"May 19, 1995","Mar 16, 1999",98 minutes
R,Drama,"May 19, 1995","Mar 16, 1999",98 minutes
R,Mystery,"May 19, 1995","Mar 16, 1999",98 minutes
R,Suspense,"May 19, 1995","Mar 16, 1999",98 minutes
NR,Action,"Dec 3, 1987","Oct 24, 2000",110 minutes
NR,Adventure,"Dec 3, 1987","Oct 24, 2000",110 minutes
NR,Art House,"Dec 3, 1987","Oct 24, 2000",110 minutes
NR,International,"Dec 3, 1987","Oct 24, 2000",110 minutes
NR,Drama,"Dec 3, 1987","Oct 24, 2000",110 minutes
R,Comedy,"Jan 19, 2001","Mar 19, 2002",113 minutes
R,Mystery,"Jan 19, 2001","Mar 19, 2002",113 minutes
R,Suspense,"Jan 19, 2001","Mar 19, 2002",113 minutes
R,Science Fiction,"Jan 19, 2001","Mar 19, 2002",113 minutes
R,Fantasy,"Jan 19, 2001","Mar 19, 2002",113 minutes
R,Romance,"Jan 19, 2001","Mar 19, 2002",113 minutes
PG,Art House,"Aug 20, 2010","May 3, 2011",117 minutes
PG,International,"Aug 20, 2010","May 3, 2011",117 minutes
PG,Drama,"Aug 20, 2010","May 3, 2011",117 minutes
PG,Musical,"Aug 20, 2010","May 3, 2011",117 minutes
PG,Performing Arts,"Aug 20, 2010","May 3, 2011",117 minutes
R,Comedy,"Jul 24, 1998","Dec 22, 1998",92 minutes
R,Romance,"Jul 24, 1998","Dec 22, 1998",92 minutes
NR,Art House,"Jan 1, 1966","Nov 2, 1999",90 minutes
NR,International,"Jan 1, 1966","Nov 2, 1999",90 minutes
NR,Classics,"Jan 1, 1966","Nov 2, 1999",90 minutes
NR,Horror,"Jan 1, 1966","Nov 2, 1999",90 minutes
R,Classics,"Nov 3, 1939","Sep 5, 2005",110 minutes
R,Comedy,"Nov 3, 1939","Sep 5, 2005",110 minutes
R,Drama,"Nov 3, 1939","Sep 5, 2005",110 minutes
R,Romance,"Nov 3, 1939","Sep 5, 2005",110 minutes
R,Art House,"Jun 23, 2001","Jul 16, 2002",90 minutes
R,International,"Jun 23, 2001","Jul 16, 2002",90 minutes
R,Drama,"Jun 23, 2001","Jul 16, 2002",90 minutes
R,Mystery,"Jun 23, 2001","Jul 16, 2002",90 minutes
R,Suspense,"Jun 23, 2001","Jul 16, 2002",90 minutes
R,Television,"Jun 23, 2001","Jul 16, 2002",90 minutes
R,Drama,"Nov 18, 2016","Feb 14, 2017",116 minutes
R,Sports,"Nov 18, 2016","Feb 14, 2017",116 minutes
R,Fitness,"Nov 18, 2016","Feb 14, 2017",116 minutes
PG-13,Comedy,"Dec 20, 2002","Apr 29, 2003",102 minutes
PG-13,Romance,"Dec 20, 2002","Apr 29, 2003",102 minutes
R,Comedy,"Jul 11, 1992","Apr 21, 1993",90 minutes
R,Drama,"Jul 11, 1992","Apr 21, 1993",90 minutes
R,Television,"Jul 11, 1992","Apr 21, 1993",90 minutes
R,Comedy,"Jun 6, 2006","Apr 22, 2008",95 minutes
R,Comedy,"Apr 16, 2010","Aug 10, 2010",93 minutes
R,Drama,"Apr 16, 2010","Aug 10, 2010",93 minutes
R,Kids,"Apr 16, 2010","Aug 10, 2010",93 minutes
R,Family,"Apr 16, 2010","Aug 10, 2010",93 minutes
PG,Classics,"Dec 25, 1946","Sep 19, 1995",135 minutes
PG,Comedy,"Dec 25, 1946","Sep 19, 1995",135 minutes
PG,Drama,"Dec 25, 1946","Sep 19, 1995",135 minutes
PG,Kids,"Dec 25, 1946","Sep 19, 1995",135 minutes
PG,Family,"Dec 25, 1946","Sep 19, 1995",135 minutes
PG,Science Fiction,"Dec 25, 1946","Sep 19, 1995",135 minutes
PG,Fantasy,"Dec 25, 1946","Sep 19, 1995",135 minutes
R,Drama,"Nov 29, 2001","Mar 5, 2002",101 minutes
R,Mystery,"Nov 29, 2001","Mar 5, 2002",101 minutes
R,Suspense,"Nov 29, 2001","Mar 5, 2002",101 minutes
G,Animation,"Nov 24, 1999","Oct 17, 2000",92 minutes
G,Comedy,"Nov 24, 1999","Oct 17, 2000",92 minutes
G,Kids,"Nov 24, 1999","Oct 17, 2000",92 minutes
G,Family,"Nov 24, 1999","Oct 17, 2000",92 minutes
G,Science Fiction,"Nov 24, 1999","Oct 17, 2000",92 minutes
G,Fantasy,"Nov 24, 1999","Oct 17, 2000",92 minutes
R,Art House,"Sep 10, 1989","Oct 24, 2006",97 minutes
R,International,"Sep 10, 1989","Oct 24, 2006",97 minutes
R,Comedy,"Sep 10, 1989","Oct 24, 2006",97 minutes
R,Drama,"Sep 10, 1989","Oct 24, 2006",97 minutes
PG,Comedy,"Dec 25, 1999","May 2, 2000",102 minutes
PG,Science Fiction,"Dec 25, 1999","May 2, 2000",102 minutes
PG,Fantasy,"Dec 25, 1999","May 2, 2000",102 minutes
R,Action,"Aug 7, 1998","Feb 16, 1999",107 minutes
R,Adventure,"Aug 7, 1998","Feb 16, 1999",107 minutes
R,Drama,"Aug 7, 1998","Feb 16, 1999",107 minutes
R,Mystery,"Aug 7, 1998","Feb 16, 1999",107 minutes
R,Suspense,"Aug 7, 1998","Feb 16, 1999",107 minutes
PG-13,Comedy,"Jul 30, 1993","Jun 1, 1999",93 minutes
PG-13,Romance,"Jul 30, 1993","Jun 1, 1999",93 minutes
NR,Classics,"Mar 31, 1968","Jun 5, 2007",99 minutes
NR,Comedy,"Mar 31, 1968","Jun 5, 2007",99 minutes
NR,Special Interest,"Mar 31, 1968","Jun 5, 2007",99 minutes
PG-13,Action,"Jul 12, 2002","Nov 19, 2002",101 minutes
PG-13,Adventure,"Jul 12, 2002","Nov 19, 2002",101 minutes
PG-13,Science Fiction,"Jul 12, 2002","Nov 19, 2002",101 minutes
PG-13,Fantasy,"Jul 12, 2002","Nov 19, 2002",101 minutes
NR,Action,"Aug 17, 1984","Aug 14, 2001",98 minutes
NR,Adventure,"Aug 17, 1984","Aug 14, 2001",98 minutes
NR,Art House,"Aug 17, 1984","Aug 14, 2001",98 minutes
NR,International,"Aug 17, 1984","Aug 14, 2001",98 minutes
NR,Comedy,"Aug 17, 1984","Aug 14, 2001",98 minutes
R,Drama,"Nov 2, 1990","Sep 14, 2010",113 minutes
R,Horror,"Nov 2, 1990","Sep 14, 2010",113 minutes
R,Mystery,"Nov 2, 1990","Sep 14, 2010",113 minutes
R,Suspense,"Nov 2, 1990","Sep 14, 2010",113 minutes
NR,Art House,"Jan 9, 2008","Dec 30, 2008",128 minutes
NR,International,"Jan 9, 2008","Dec 30, 2008",128 minutes
NR,Comedy,"Jan 9, 2008","Dec 30, 2008",128 minutes
NR,Drama,"Jan 9, 2008","Dec 30, 2008",128 minutes
R,Action,"Apr 4, 2003","Jun 24, 2003",114 minutes
R,Adventure,"Apr 4, 2003","Jun 24, 2003",114 minutes
R,Animation,"Apr 4, 2003","Jun 24, 2003",114 minutes
R,Drama,"Apr 4, 2003","Jun 24, 2003",114 minutes
R,Science Fiction,"Apr 4, 2003","Jun 24, 2003",114 minutes
R,Fantasy,"Apr 4, 2003","Jun 24, 2003",114 minutes
R,Special Interest,"Apr 4, 2003","Jun 24, 2003",114 minutes
R,Drama,"Jan 1, 1973","Sep 27, 2005",98 minutes
R,Horror,"Jan 1, 1973","Sep 27, 2005",98 minutes
R,Mystery,"Jan 1, 1973","Sep 27, 2005",98 minutes
R,Suspense,"Jan 1, 1973","Sep 27, 2005",98 minutes
R,Action,"Jan 1, 2001","Dec 16, 2003",106 minutes
R,Adventure,"Jan 1, 2001","Dec 16, 2003",106 minutes
R,Animation,"Jan 1, 2001","Dec 16, 2003",106 minutes
R,Art House,"Jan 1, 2001","Dec 16, 2003",106 minutes
R,International,"Jan 1, 2001","Dec 16, 2003",106 minutes
R,Drama,"Jan 1, 2001","Dec 16, 2003",106 minutes
R,Science Fiction,"Jan 1, 2001","Dec 16, 2003",106 minutes
R,Fantasy,"Jan 1, 2001","Dec 16, 2003",106 minutes
R,Horror,"Oct 1, 2010","Jan 4, 2011",109 minutes
R,Mystery,"Oct 1, 2010","Jan 4, 2011",109 minutes
R,Suspense,"Oct 1, 2010","Jan 4, 2011",109 minutes
PG-13,Drama,"Mar 1, 1996","Sep 7, 1999",124 minutes
PG-13,Romance,"Mar 1, 1996","Sep 7, 1999",124 minutes
PG,Drama,"Sep 13, 1978","Mar 30, 1999",93 minutes
NR,Classics,"Oct 21, 1937","Mar 11, 2003",90 minutes
NR,Comedy,"Oct 21, 1937","Mar 11, 2003",90 minutes
NR,Romance,"Oct 21, 1937","Mar 11, 2003",90 minutes
R,Comedy,"Apr 18, 1997","Oct 8, 2002",95 minutes
PG-13,Action,"Feb 14, 1990","Sep 11, 1991",100 minutes
PG-13,Adventure,"Feb 14, 1990","Sep 11, 1991",100 minutes
PG-13,Art House,"Feb 14, 1990","Sep 11, 1991",100 minutes
PG-13,International,"Feb 14, 1990","Sep 11, 1991",100 minutes
PG-13,Drama,"Feb 14, 1990","Sep 11, 1991",100 minutes
PG-13,Mystery,"Feb 14, 1990","Sep 11, 1991",100 minutes
PG-13,Suspense,"Feb 14, 1990","Sep 11, 1991",100 minutes
PG,Comedy,"Dec 21, 1984","Jun 1, 2004",96 minutes
NR,Action,"Jan 28, 1986","Nov 17, 1998",104 minutes
NR,Adventure,"Jan 28, 1986","Nov 17, 1998",104 minutes
NR,Art House,"Jan 28, 1986","Nov 17, 1998",104 minutes
NR,International,"Jan 28, 1986","Nov 17, 1998",104 minutes
NR,Comedy,"Jan 28, 1986","Nov 17, 1998",104 minutes
NR,Classics,"Oct 15, 1951","May 23, 2000",123 minutes
NR,Drama,"Oct 15, 1951","May 23, 2000",123 minutes
NR,Mystery,"Oct 15, 1951","May 23, 2000",123 minutes
NR,Suspense,"Oct 15, 1951","May 23, 2000",123 minutes
NR,Science Fiction,"Oct 15, 1951","May 23, 2000",123 minutes
NR,Fantasy,"Oct 15, 1951","May 23, 2000",123 minutes
NR,Romance,"Oct 15, 1951","May 23, 2000",123 minutes
R,Action,"Aug 24, 2010","Aug 24, 2010",104 minutes
R,Adventure,"Aug 24, 2010","Aug 24, 2010",104 minutes
R,Drama,"Aug 24, 2010","Aug 24, 2010",104 minutes
R,Horror,"Aug 24, 2010","Aug 24, 2010",104 minutes
R,Mystery,"Aug 24, 2010","Aug 24, 2010",104 minutes
R,Suspense,"Aug 24, 2010","Aug 24, 2010",104 minutes
R,Comedy,"Mar 10, 1995","May 18, 1999",105 minutes
R,Romance,"Mar 10, 1995","May 18, 1999",105 minutes
PG,Comedy,"Mar 19, 2010","Aug 3, 2010",93 minutes
PG,Kids,"Mar 19, 2010","Aug 3, 2010",93 minutes
PG,Family,"Mar 19, 2010","Aug 3, 2010",93 minutes
R,Comedy,"Jun 8, 2001","Jan 15, 2002",115 minutes
R,Drama,"Jun 8, 2001","Jan 15, 2002",115 minutes
NR,Classics,"Oct 1, 1958","Mar 1, 1991",100 minutes
NR,Western,"Oct 1, 1958","Mar 1, 1991",100 minutes
NR,Romance,"Oct 1, 1958","Mar 1, 1991",100 minutes
PG-13,Drama,"Dec 11, 2009","May 18, 2010",134 minutes
PG-13,Sports,"Dec 11, 2009","May 18, 2010",134 minutes
PG-13,Fitness,"Dec 11, 2009","May 18, 2010",134 minutes
PG-13,Comedy,"Sep 3, 2003","Feb 17, 2004",98 minutes
PG-13,Action,"Dec 8, 2000","May 22, 2001",124 minutes
PG-13,Adventure,"Dec 8, 2000","May 22, 2001",124 minutes
PG-13,Drama,"Dec 8, 2000","May 22, 2001",124 minutes
PG,Comedy,"Jul 24, 1992","Aug 30, 2005",87 minutes
PG,Kids,"Jul 24, 1992","Aug 30, 2005",87 minutes
PG,Family,"Jul 24, 1992","Aug 30, 2005",87 minutes
PG,Science Fiction,"Jul 24, 1992","Aug 30, 2005",87 minutes
PG,Fantasy,"Jul 24, 1992","Aug 30, 2005",87 minutes
NR,Drama,"Mar 3, 1996","Jun 1, 2004",167 minutes
NR,Television,"Mar 3, 1996","Jun 1, 2004",167 minutes
R,Horror,"Feb 2, 2001","Jul 24, 2001",96 minutes
R,Mystery,"Feb 2, 2001","Jul 24, 2001",96 minutes
R,Suspense,"Feb 2, 2001","Jul 24, 2001",96 minutes
NR,Classics,"Jan 21, 1943","Nov 10, 1998",106 minutes
NR,Drama,"Jan 21, 1943","Nov 10, 1998",106 minutes
NR,Faith,"Jan 21, 1943","Nov 10, 1998",106 minutes
NR,Spirituality,"Jan 21, 1943","Nov 10, 1998",106 minutes
NR,Classics,"Jan 1, 1945","Mar 5, 2002",90 minutes
NR,Comedy,"Jan 1, 1945","Mar 5, 2002",90 minutes
NR,Art House,"Jan 29, 2011","Apr 26, 2011",77 minutes
NR,International,"Jan 29, 2011","Apr 26, 2011",77 minutes
NR,Horror,"Jan 29, 2011","Apr 26, 2011",77 minutes
R,Drama,"Jun 1, 1992","Dec 3, 2002",99 minutes
R,Mystery,"Jun 1, 1992","Dec 3, 2002",99 minutes
R,Suspense,"Jun 1, 1992","Dec 3, 2002",99 minutes
R,Drama,"Sep 28, 1994","Jan 18, 2000",119 minutes
R,Romance,"Sep 28, 1994","Jan 18, 2000",119 minutes
PG,Action,"Jan 16, 2009","Apr 28, 2009",100 minutes
PG,Adventure,"Jan 16, 2009","Apr 28, 2009",100 minutes
PG,Comedy,"Jan 16, 2009","Apr 28, 2009",100 minutes
PG,Kids,"Jan 16, 2009","Apr 28, 2009",100 minutes
PG,Family,"Jan 16, 2009","Apr 28, 2009",100 minutes
NR,Classics,"Sep 4, 1942","Nov 1, 2005",98 minutes
NR,Drama,"Sep 4, 1942","Nov 1, 2005",98 minutes
NR,Musical,"Sep 4, 1942","Nov 1, 2005",98 minutes
NR,Performing Arts,"Sep 4, 1942","Nov 1, 2005",98 minutes
PG,Action,"Oct 18, 1991","Dec 19, 1991",91 minutes
PG,Adventure,"Oct 18, 1991","Dec 19, 1991",91 minutes
PG,Comedy,"Oct 18, 1991","Dec 19, 1991",91 minutes
PG,Drama,"Oct 18, 1991","Dec 19, 1991",91 minutes
PG,Musical,"Oct 18, 1991","Dec 19, 1991",91 minutes
PG,Performing Arts,"Oct 18, 1991","Dec 19, 1991",91 minutes
PG,Romance,"Oct 18, 1991","Dec 19, 1991",91 minutes
G,Action,"Dec 8, 1988","Oct 24, 2006",101 minutes
G,Adventure,"Dec 8, 1988","Oct 24, 2006",101 minutes
G,Kids,"Dec 8, 1988","Oct 24, 2006",101 minutes
G,Family,"Dec 8, 1988","Oct 24, 2006",101 minutes
G,Science Fiction,"Dec 8, 1988","Oct 24, 2006",101 minutes
G,Fantasy,"Dec 8, 1988","Oct 24, 2006",101 minutes
R,Comedy,"Jun 8, 2012","Oct 30, 2012",86 minutes
R,Drama,"Jun 8, 2012","Oct 30, 2012",86 minutes
NR,Drama,"Sep 29, 1996","Feb 4, 2003",94 minutes
NR,Horror,"Sep 29, 1996","Feb 4, 2003",94 minutes
NR,Mystery,"Sep 29, 1996","Feb 4, 2003",94 minutes
NR,Suspense,"Sep 29, 1996","Feb 4, 2003",94 minutes
NR,Television,"Sep 29, 1996","Feb 4, 2003",94 minutes
NR,Drama,"Jul 12, 2013","Jan 12, 2015",188 minutes
R,Art House,"Jul 29, 1983","Mar 4, 2003",95 minutes
R,International,"Jul 29, 1983","Mar 4, 2003",95 minutes
R,Comedy,"Jul 29, 1983","Mar 4, 2003",95 minutes
R,Drama,"Jul 29, 1983","Mar 4, 2003",95 minutes
R,Romance,"Jul 29, 1983","Mar 4, 2003",95 minutes
NR,Classics,"Mar 27, 1963","Jun 1, 2004",117 minutes
NR,Comedy,"Mar 27, 1963","Jun 1, 2004",117 minutes
NR,Drama,"Mar 27, 1963","Jun 1, 2004",117 minutes
NR,Kids,"Mar 27, 1963","Jun 1, 2004",117 minutes
NR,Family,"Mar 27, 1963","Jun 1, 2004",117 minutes
PG-13,Action,"Apr 30, 1999","Nov 23, 1999",113 minutes
PG-13,Adventure,"Apr 30, 1999","Nov 23, 1999",113 minutes
PG-13,Drama,"Apr 30, 1999","Nov 23, 1999",113 minutes
PG-13,Mystery,"Apr 30, 1999","Nov 23, 1999",113 minutes
PG-13,Suspense,"Apr 30, 1999","Nov 23, 1999",113 minutes
PG-13,Comedy,"Apr 22, 2005","Jul 26, 2005",98 minutes
R,Action,"Jun 1, 1980","Nov 20, 2001",104 minutes
R,Adventure,"Jun 1, 1980","Nov 20, 2001",104 minutes
R,Art House,"Jun 1, 1980","Nov 20, 2001",104 minutes
R,International,"Jun 1, 1980","Nov 20, 2001",104 minutes
R,Drama,"Jun 1, 1980","Nov 20, 2001",104 minutes
NR,Drama,"Jan 13, 2017","Mar 7, 2017",93 minutes
G,Classics,"May 3, 1944","Feb 6, 2007",126 minutes
G,Comedy,"May 3, 1944","Feb 6, 2007",126 minutes
G,Drama,"May 3, 1944","Feb 6, 2007",126 minutes
G,Musical,"May 3, 1944","Feb 6, 2007",126 minutes
G,Performing Arts,"May 3, 1944","Feb 6, 2007",126 minutes
R,Drama,"Jan 1, 1994","Feb 5, 2002",110 minutes
R,Mystery,"Jan 1, 1994","Feb 5, 2002",110 minutes
R,Suspense,"Jan 1, 1994","Feb 5, 2002",110 minutes
PG-13,Action,"Dec 14, 1985","Nov 14, 2006",90 minutes
PG-13,Adventure,"Dec 14, 1985","Nov 14, 2006",90 minutes
PG-13,Art House,"Dec 14, 1985","Nov 14, 2006",90 minutes
PG-13,International,"Dec 14, 1985","Nov 14, 2006",90 minutes
PG-13,Comedy,"Dec 14, 1985","Nov 14, 2006",90 minutes
NR,Art House,"Mar 4, 1922","Oct 22, 1997",63 minutes
NR,International,"Mar 4, 1922","Oct 22, 1997",63 minutes
NR,Classics,"Mar 4, 1922","Oct 22, 1997",63 minutes
NR,Horror,"Mar 4, 1922","Oct 22, 1997",63 minutes
NR,Science Fiction,"Mar 4, 1922","Oct 22, 1997",63 minutes
NR,Fantasy,"Mar 4, 1922","Oct 22, 1997",63 minutes
R,Horror,"May 6, 1994","Oct 12, 1994",91 minutes
R,Science Fiction,"May 6, 1994","Oct 12, 1994",91 minutes
R,Fantasy,"May 6, 1994","Oct 12, 1994",91 minutes
PG-13,Drama,"Sep 2, 2016","Jan 24, 2017",132 minutes
PG-13,Romance,"Sep 2, 2016","Jan 24, 2017",132 minutes
R,Drama,"Sep 23, 2000","Mar 20, 2001",137 minutes
R,Musical,"Sep 23, 2000","Mar 20, 2001",137 minutes
R,Performing Arts,"Sep 23, 2000","Mar 20, 2001",137 minutes
PG-13,Comedy,"Apr 3, 2009","Jul 28, 2009",79 minutes
NR,Classics,"Dec 31, 1950","Feb 15, 2005",98 minutes
NR,Drama,"Dec 31, 1950","Feb 15, 2005",98 minutes
NR,Musical,"Dec 31, 1950","Feb 15, 2005",98 minutes
NR,Performing Arts,"Dec 31, 1950","Feb 15, 2005",98 minutes
NR,Classics,"Feb 9, 1933","Apr 22, 2008",65 minutes
NR,Comedy,"Feb 9, 1933","Apr 22, 2008",65 minutes
