rating,genre,theater_date,dvd_date,runtime
PG,Kids,"May 22, 1987","Sep 3, 2002",92 minutes
PG,Family,"May 22, 1987","Sep 3, 2002",92 minutes
R,Action,"Jun 13, 1973","Dec 26, 2001",91 minutes
R,Adventure,"Jun 13, 1973","Dec 26, 2001",91 minutes
R,Classics,"Jun 13, 1973","Dec 26, 2001",91 minutes
PG-13,Comedy,"Dec 17, 2010","Mar 22, 2011",121 minutes
PG-13,Drama,"Dec 17, 2010","Mar 22, 2011",121 minutes
PG-13,Romance,"Dec 17, 2010","Mar 22, 2011",121 minutes
R,Horror,"Aug 12, 2011","Dec 27, 2011",92 minutes
R,Drama,"Jan 27, 2012","May 15, 2012",113 minutes
PG,Comedy,"May 14, 2010","Sep 14, 2010",105 minutes
PG,Drama,"May 14, 2010","Sep 14, 2010",105 minutes
PG,Romance,"May 14, 2010","Sep 14, 2010",105 minutes
R,Horror,"Feb 12, 2007","Oct 14, 2008",93 minutes
R,Kids,"Feb 12, 2007","Oct 14, 2008",93 minutes
R,Family,"Feb 12, 2007","Oct 14, 2008",93 minutes
R,Mystery,"Feb 12, 2007","Oct 14, 2008",93 minutes
R,Suspense,"Feb 12, 2007","Oct 14, 2008",93 minutes
R,Science Fiction,"Feb 12, 2007","Oct 14, 2008",93 minutes
R,Fantasy,"Feb 12, 2007","Oct 14, 2008",93 minutes
R,Comedy,"Jan 11, 2008","Jun 10, 2008",104 minutes
PG-13,Drama,"Dec 25, 2008","May 5, 2009",166 minutes
PG-13,Science Fiction,"Dec 25, 2008","May 5, 2009",166 minutes
PG-13,Fantasy,"Dec 25, 2008","May 5, 2009",166 minutes
PG-13,Romance,"Dec 25, 2008","May 5, 2009",166 minutes
NR,Art House,"Apr 14, 1989","Aug 28, 2000",130 minutes
NR,International,"Apr 14, 1989","Aug 28, 2000",130 minutes
NR,Drama,"Apr 14, 1989","Aug 28, 2000",130 minutes
NR,Romance,"Apr 14, 1989","Aug 28, 2000",130 minutes
PG,Action,"Feb 9, 1977","May 25, 2004",80 minutes
PG,Adventure,"Feb 9, 1977","May 25, 2004",80 minutes
PG,Animation,"Feb 9, 1977","May 25, 2004",80 minutes
PG,Kids,"Feb 9, 1977","May 25, 2004",80 minutes
PG,Family,"Feb 9, 1977","May 25, 2004",80 minutes
PG,Science Fiction,"Feb 9, 1977","May 25, 2004",80 minutes
PG,Fantasy,"Feb 9, 1977","May 25, 2004",80 minutes
PG-13,Action,"Jan 1, 1987","Jan 15, 1999",89 minutes
PG-13,Adventure,"Jan 1, 1987","Jan 15, 1999",89 minutes
PG-13,Horror,"Jan 1, 1987","Jan 15, 1999",89 minutes
PG-13,Mystery,"Jan 1, 1987","Jan 15, 1999",89 minutes
PG-13,Suspense,"Jan 1, 1987","Jan 15, 1999",89 minutes
G,Classics,"Jan 1, 1940","Jul 25, 2006",83 minutes
G,Comedy,"Jan 1, 1940","Jul 25, 2006",83 minutes
G,Musical,"Jan 1, 1940","Jul 25, 2006",83 minutes
G,Performing Arts,"Jan 1, 1940","Jul 25, 2006",83 minutes
G,Romance,"Jan 1, 1940","Jul 25, 2006",83 minutes
NR,Classics,"Jul 8, 1948","Mar 15, 2005",103 minutes
NR,Musical,"Jul 8, 1948","Mar 15, 2005",103 minutes
NR,Performing Arts,"Jul 8, 1948","Mar 15, 2005",103 minutes
NR,Romance,"Jul 8, 1948","Mar 15, 2005",103 minutes
R,Action,"Mar 26, 1975","Oct 2, 2001",111 minutes
R,Adventure,"Mar 26, 1975","Oct 2, 2001",111 minutes
R,Classics,"Mar 26, 1975","Oct 2, 2001",111 minutes
R,Drama,"Mar 26, 1975","Oct 2, 2001",111 minutes
R,Mystery,"Mar 26, 1975","Oct 2, 2001",111 minutes
R,Suspense,"Mar 26, 1975","Oct 2, 2001",111 minutes
G,Kids,"Jan 1, 1992","Oct 8, 2002",120 minutes
G,Family,"Jan 1, 1992","Oct 8, 2002",120 minutes
G,Science Fiction,"Jan 1, 1992","Oct 8, 2002",120 minutes
G,Fantasy,"Jan 1, 1992","Oct 8, 2002",120 minutes
NR,Art House,"Aug 29, 1963","Mar 8, 2005",90 minutes
NR,International,"Aug 29, 1963","Mar 8, 2005",90 minutes
NR,Drama,"Aug 29, 1963","Mar 8, 2005",90 minutes
NR,Horror,"Aug 29, 1963","Mar 8, 2005",90 minutes
NR,Classics,"Dec 27, 1958","Oct 1, 2002",143 minutes
NR,Comedy,"Dec 27, 1958","Oct 1, 2002",143 minutes
NR,Drama,"Dec 27, 1958","Oct 1, 2002",143 minutes
R,Action,"Oct 28, 1983","Apr 20, 2015",99 minutes
R,Adventure,"Oct 28, 1983","Apr 20, 2015",99 minutes
R,Drama,"Oct 28, 1983","Apr 20, 2015",99 minutes
R,Mystery,"Oct 28, 1983","Apr 20, 2015",99 minutes
R,Suspense,"Oct 28, 1983","Apr 20, 2015",99 minutes
R,Action,"Dec 2, 1993","Jun 1, 2004",104 minutes
R,Adventure,"Dec 2, 1993","Jun 1, 2004",104 minutes
R,Mystery,"Dec 2, 1993","Jun 1, 2004",104 minutes
R,Suspense,"Dec 2, 1993","Jun 1, 2004",104 minutes
PG-13,Drama,"Dec 7, 2012","Nov 5, 2013",99 minutes
PG-13,Comedy,"Feb 7, 2003","Jul 1, 2003",115 minutes
PG-13,Drama,"Feb 7, 2003","Jul 1, 2003",115 minutes
PG-13,Romance,"Feb 7, 2003","Jul 1, 2003",115 minutes
NR,Art House,"May 25, 1966","Jun 14, 2005",95 minutes
NR,International,"May 25, 1966","Jun 14, 2005",95 minutes
NR,Drama,"May 25, 1966","Jun 14, 2005",95 minutes
PG-13,Action,"Jan 26, 2001","Oct 31, 2000",100 minutes
PG-13,Adventure,"Jan 26, 2001","Oct 31, 2000",100 minutes
PG-13,Drama,"Jan 26, 2001","Oct 31, 2000",100 minutes
PG-13,Mystery,"Jan 26, 2001","Oct 31, 2000",100 minutes
PG-13,Suspense,"Jan 26, 2001","Oct 31, 2000",100 minutes
PG-13,Science Fiction,"Jan 26, 2001","Oct 31, 2000",100 minutes
PG-13,Fantasy,"Jan 26, 2001","Oct 31, 2000",100 minutes
PG-13,Faith,"Jan 26, 2001","Oct 31, 2000",100 minutes
PG-13,Spirituality,"Jan 26, 2001","Oct 31, 2000",100 minutes
R,Drama,"Feb 9, 2007","Jul 17, 2007",89 minutes
R,Drama,"May 7, 2010","Dec 14, 2010",126 minutes
PG,Classics,"Oct 3, 1955","Mar 6, 2001",100 minutes
PG,Comedy,"Oct 3, 1955","Mar 6, 2001",100 minutes
PG,Mystery,"Oct 3, 1955","Mar 6, 2001",100 minutes
PG,Suspense,"Oct 3, 1955","Mar 6, 2001",100 minutes
PG,Comedy,"Sep 21, 2018","Nov 27, 2018",104 minutes
PG,Kids,"Sep 21, 2018","Nov 27, 2018",104 minutes
PG,Family,"Sep 21, 2018","Nov 27, 2018",104 minutes
PG,Science Fiction,"Sep 21, 2018","Nov 27, 2018",104 minutes
PG,Fantasy,"Sep 21, 2018","Nov 27, 2018",104 minutes
R,Comedy,"Jan 1, 1987","Nov 15, 2005",83 minutes
R,Drama,"Jan 1, 1987","Nov 15, 2005",83 minutes
R,Art House,"Dec 21, 2001","Apr 9, 2002",98 minutes
R,International,"Dec 21, 2001","Apr 9, 2002",98 minutes
R,Drama,"Dec 21, 2001","Apr 9, 2002",98 minutes
R,Comedy,"Mar 31, 1995","Sep 2, 2003",126 minutes
R,Drama,"Mar 31, 1995","Sep 2, 2003",126 minutes
PG,Comedy,"Aug 14, 1987","Feb 15, 2005",86 minutes
NR,Classics,"Apr 30, 1937","Jun 26, 1996",117 minutes
NR,Drama,"Apr 30, 1937","Jun 26, 1996",117 minutes
NR,Mystery,"Apr 30, 1937","Jun 26, 1996",117 minutes
NR,Suspense,"Apr 30, 1937","Jun 26, 1996",117 minutes
PG,Action,"Jul 21, 1995","Jan 28, 2003",98 minutes
PG,Adventure,"Jul 21, 1995","Jan 28, 2003",98 minutes
PG,Kids,"Jul 21, 1995","Jan 28, 2003",98 minutes
PG,Family,"Jul 21, 1995","Jan 28, 2003",98 minutes
R,Drama,"Jan 19, 2018","Mar 13, 2018",130 minutes
R,Romance,"Jan 19, 2018","Mar 13, 2018",130 minutes
NR,Drama,"Feb 22, 2002","Aug 12, 2003",90 minutes
R,Drama,"Jan 15, 2009","Jun 2, 2009",106 minutes
R,Mystery,"Jan 15, 2009","Jun 2, 2009",106 minutes
R,Suspense,"Jan 15, 2009","Jun 2, 2009",106 minutes
R,Drama,"Feb 25, 2004","Aug 31, 2004",127 minutes
NR,Art House,"Dec 12, 1962","Jul 26, 2016",110 minutes
NR,International,"Dec 12, 1962","Jul 26, 2016",110 minutes
NR,Classics,"Dec 12, 1962","Jul 26, 2016",110 minutes
NR,Drama,"Dec 12, 1962","Jul 26, 2016",110 minutes
NR,Documentary,"Jun 4, 2010","Dec 1, 2010",93 minutes
NR,Special Interest,"Jun 4, 2010","Dec 1, 2010",93 minutes
PG-13,Action,"Jun 11, 1993","Oct 10, 2000",126 minutes
PG-13,Adventure,"Jun 11, 1993","Oct 10, 2000",126 minutes
PG-13,Mystery,"Jun 11, 1993","Oct 10, 2000",126 minutes
PG-13,Suspense,"Jun 11, 1993","Oct 10, 2000",126 minutes
PG-13,Science Fiction,"Jun 11, 1993","Oct 10, 2000",126 minutes
PG-13,Fantasy,"Jun 11, 1993","Oct 10, 2000",126 minutes
R,Action,"Jan 1, 1988","May 29, 2007",99 minutes
R,Adventure,"Jan 1, 1988","May 29, 2007",99 minutes
R,Mystery,"Jan 1, 1988","May 29, 2007",99 minutes
R,Suspense,"Jan 1, 1988","May 29, 2007",99 minutes
R,Comedy,"Oct 15, 2003","Oct 11, 2005",86 minutes
R,Drama,"Oct 15, 2003","Oct 11, 2005",86 minutes
R,Mystery,"Oct 15, 2003","Oct 11, 2005",86 minutes
R,Suspense,"Oct 15, 2003","Oct 11, 2005",86 minutes
PG-13,Drama,"Jun 29, 2001","Oct 23, 2001",112 minutes
PG-13,Musical,"Jun 29, 2001","Oct 23, 2001",112 minutes
PG-13,Performing Arts,"Jun 29, 2001","Oct 23, 2001",112 minutes
PG-13,Romance,"Jun 29, 2001","Oct 23, 2001",112 minutes
R,Action,"May 28, 2010","Oct 9, 2010",126 minutes
R,Adventure,"May 28, 2010","Oct 9, 2010",126 minutes
R,Art House,"May 28, 2010","Oct 9, 2010",126 minutes
R,International,"May 28, 2010","Oct 9, 2010",126 minutes
R,Classics,"May 28, 2010","Oct 9, 2010",126 minutes
R,Drama,"May 28, 2010","Oct 9, 2010",126 minutes
R,Romance,"May 28, 2010","Oct 9, 2010",126 minutes
PG,Classics,"Dec 21, 1966","Jul 11, 2006",167 minutes
PG,Drama,"Dec 21, 1966","Jul 11, 2006",167 minutes
PG-13,Comedy,"Nov 25, 2011","Jun 26, 2012",100 minutes
PG-13,Drama,"Nov 25, 2011","Jun 26, 2012",100 minutes
PG-13,Romance,"Nov 25, 2011","Jun 26, 2012",100 minutes
R,Drama,"May 9, 2014","Sep 9, 2014",100 minutes
NR,Art House,"Mar 12, 1999","Nov 26, 2002",118 minutes
NR,International,"Mar 12, 1999","Nov 26, 2002",118 minutes
NR,Drama,"Mar 12, 1999","Nov 26, 2002",118 minutes
PG,Science Fiction,"Dec 25, 1980","Feb 6, 2001",105 minutes
PG,Fantasy,"Dec 25, 1980","Feb 6, 2001",105 minutes
R,Comedy,"May 20, 1994","Nov 2, 2004",100 minutes
R,Drama,"May 20, 1994","Nov 2, 2004",100 minutes
R,Science Fiction,"May 20, 1994","Nov 2, 2004",100 minutes
R,Fantasy,"May 20, 1994","Nov 2, 2004",100 minutes
R,Classics,"Apr 1, 1975","Sep 2, 2008",95 minutes
R,Comedy,"Apr 1, 1975","Sep 2, 2008",95 minutes
PG-13,Drama,"Dec 25, 2000","Jul 10, 2001",145 minutes
PG-13,Drama,"Dec 25, 2008","May 19, 2009",120 minutes
PG-13,Mystery,"Dec 25, 2008","May 19, 2009",120 minutes
PG-13,Suspense,"Dec 25, 2008","May 19, 2009",120 minutes
R,Classics,"Dec 18, 1956","Jul 9, 2003",114 minutes
R,Comedy,"Dec 18, 1956","Jul 9, 2003",114 minutes
PG,Comedy,"Aug 9, 1991","Apr 16, 2002",96 minutes
PG,Science Fiction,"Aug 9, 1991","Apr 16, 2002",96 minutes
PG,Fantasy,"Aug 9, 1991","Apr 16, 2002",96 minutes
R,Comedy,"Oct 20, 1995","Jul 18, 2000",95 minutes
R,Action,"Jan 1, 1989","Nov 20, 2001",90 minutes
R,Adventure,"Jan 1, 1989","Nov 20, 2001",90 minutes
R,Drama,"Jan 1, 1989","Nov 20, 2001",90 minutes
NR,Classics,"Feb 9, 1957","Apr 19, 2005",99 minutes
NR,Drama,"Feb 9, 1957","Apr 19, 2005",99 minutes
NR,Western,"Feb 9, 1957","Apr 19, 2005",99 minutes
PG,Comedy,"Aug 1, 1973","Sep 15, 1998",113 minutes
PG,Drama,"Aug 1, 1973","Sep 15, 1998",113 minutes
PG,Classics,"Mar 18, 1959","Feb 3, 2004",156 minutes
PG,Drama,"Mar 18, 1959","Feb 3, 2004",156 minutes
PG,Animation,"Feb 16, 2018","May 22, 2018",89 minutes
PG,Comedy,"Feb 16, 2018","May 22, 2018",89 minutes
PG,Kids,"Feb 16, 2018","May 22, 2018",89 minutes
PG,Family,"Feb 16, 2018","May 22, 2018",89 minutes
PG,Action,"Sep 19, 1973","Dec 28, 2004",111 minutes
PG,Adventure,"Sep 19, 1973","Dec 28, 2004",111 minutes
PG,Drama,"Sep 19, 1973","Dec 28, 2004",111 minutes
PG,Mystery,"Sep 19, 1973","Dec 28, 2004",111 minutes
PG,Suspense,"Sep 19, 1973","Dec 28, 2004",111 minutes
NR,Classics,"Jan 1, 1921","May 28, 1992",80 minutes
NR,Drama,"Jan 1, 1921","May 28, 1992",80 minutes
NR,Romance,"Jan 1, 1921","May 28, 1992",80 minutes
R,Horror,"May 30, 2003","Oct 14, 2003",95 minutes
R,Mystery,"May 30, 2003","Oct 14, 2003",95 minutes
R,Suspense,"May 30, 2003","Oct 14, 2003",95 minutes
NR,Documentary,"Jan 14, 1964","Sep 20, 2005",97 minutes
NR,Special Interest,"Jan 14, 1964","Sep 20, 2005",97 minutes
PG,Drama,"Jul 8, 2016","Nov 22, 2016",128 minutes
R,Comedy,"Aug 6, 2010","Feb 8, 2011",112 minutes
R,Drama,"Aug 6, 2010","Feb 8, 2011",112 minutes
R,Comedy,"Jul 21, 2017","Oct 17, 2017",122 minutes
R,Drama,"Jul 21, 2017","Oct 17, 2017",122 minutes
R,Comedy,"Apr 22, 1994","Dec 5, 2000",105 minutes
NR,Drama,"Sep 5, 1956","Dec 22, 2009",80 minutes
NR,Mystery,"Sep 5, 1956","Dec 22, 2009",80 minutes
NR,Suspense,"Sep 5, 1956","Dec 22, 2009",80 minutes
PG,Action,"Jan 26, 1972","May 20, 2003",105 minutes
PG,Adventure,"Jan 26, 1972","May 20, 2003",105 minutes
PG,Classics,"Jan 26, 1972","May 20, 2003",105 minutes
PG,Comedy,"Jan 26, 1972","May 20, 2003",105 minutes
PG,Drama,"Jan 26, 1972","May 20, 2003",105 minutes
R,Drama,"Sep 6, 2013","Dec 10, 2013",90 minutes
PG,Comedy,"Oct 13, 1981","Sep 5, 2006",94 minutes
PG,Musical,"Oct 13, 1981","Sep 5, 2006",94 minutes
PG,Performing Arts,"Oct 13, 1981","Sep 5, 2006",94 minutes
PG,Television,"Oct 13, 1981","Sep 5, 2006",94 minutes
NR,Classics,"Oct 22, 1942","Nov 13, 2001",117 minutes
NR,Drama,"Oct 22, 1942","Nov 13, 2001",117 minutes
NR,Romance,"Oct 22, 1942","Nov 13, 2001",117 minutes
R,Comedy,"Feb 17, 1984","May 22, 2001",90 minutes
R,Romance,"Feb 17, 1984","May 22, 2001",90 minutes
R,Action,"Jun 1, 1986","Feb 24, 2015",96 minutes
R,Adventure,"Jun 1, 1986","Feb 24, 2015",96 minutes
R,Drama,"Jun 1, 1986","Feb 24, 2015",96 minutes
R,Drama,"Jun 1, 1991","Feb 5, 1992",94 minutes
R,Mystery,"Jun 1, 1991","Feb 5, 1992",94 minutes
R,Suspense,"Jun 1, 1991","Feb 5, 1992",94 minutes
PG-13,Action,"Dec 14, 2012","Mar 19, 2013",170 minutes
PG-13,Adventure,"Dec 14, 2012","Mar 19, 2013",170 minutes
PG-13,Science Fiction,"Dec 14, 2012","Mar 19, 2013",170 minutes
PG-13,Fantasy,"Dec 14, 2012","Mar 19, 2013",170 minutes
NR,Classics,"Jun 1, 1957","Aug 21, 2001",99 minutes
NR,Comedy,"Jun 1, 1957","Aug 21, 2001",99 minutes
NR,Drama,"Jun 1, 1957","Aug 21, 2001",99 minutes
PG-13,Comedy,"May 10, 2013","Sep 23, 2013",96 minutes
R,Comedy,"Oct 25, 2002","Mar 25, 2003",84 minutes
R,Documentary,"Oct 25, 2002","Mar 25, 2003",84 minutes
PG,Drama,"Dec 3, 2004","Apr 5, 2005",95 minutes
PG-13,Drama,"Oct 19, 2001","Mar 19, 2002",106 minutes
PG-13,Comedy,"Jul 26, 1991","Feb 18, 2003",93 minutes
PG,Drama,"Sep 29, 2006","Jan 30, 2007",111 minutes
PG,Faith,"Sep 29, 2006","Jan 30, 2007",111 minutes
PG,Spirituality,"Sep 29, 2006","Jan 30, 2007",111 minutes
PG-13,Comedy,"Mar 24, 2006","Aug 8, 2006",89 minutes
G,Action,"Oct 27, 1998","Oct 27, 1998",75 minutes
G,Adventure,"Oct 27, 1998","Oct 27, 1998",75 minutes
G,Animation,"Oct 27, 1998","Oct 27, 1998",75 minutes
G,Comedy,"Oct 27, 1998","Oct 27, 1998",75 minutes
G,Drama,"Oct 27, 1998","Oct 27, 1998",75 minutes
G,Kids,"Oct 27, 1998","Oct 27, 1998",75 minutes
G,Family,"Oct 27, 1998","Oct 27, 1998",75 minutes
G,Musical,"Oct 27, 1998","Oct 27, 1998",75 minutes
G,Performing Arts,"Oct 27, 1998","Oct 27, 1998",75 minutes
PG-13,Documentary,"Mar 18, 2009","Sep 8, 2009",96 minutes
PG-13,Special Interest,"Mar 18, 2009","Sep 8, 2009",96 minutes
G,Action,"Sep 27, 1947","Jun 20, 2000",96 minutes
G,Adventure,"Sep 27, 1947","Jun 20, 2000",96 minutes
G,Animation,"Sep 27, 1947","Jun 20, 2000",96 minutes
G,Classics,"Sep 27, 1947","Jun 20, 2000",96 minutes
G,Comedy,"Sep 27, 1947","Jun 20, 2000",96 minutes
G,Kids,"Sep 27, 1947","Jun 20, 2000",96 minutes
G,Family,"Sep 27, 1947","Jun 20, 2000",96 minutes
G,Musical,"Sep 27, 1947","Jun 20, 2000",96 minutes
G,Performing Arts,"Sep 27, 1947","Jun 20, 2000",96 minutes
NR,Classics,"Jan 1, 1967","May 15, 2001",121 minutes
NR,Comedy,"Jan 1, 1967","May 15, 2001",121 minutes
NR,Drama,"Jan 1, 1967","May 15, 2001",121 minutes
NR,Musical,"Jan 1, 1967","May 15, 2001",121 minutes
NR,Performing Arts,"Jan 1, 1967","May 15, 2001",121 minutes
NR,Action,"Jan 1, 1982","Jan 9, 2007",110 minutes
NR,Adventure,"Jan 1, 1982","Jan 9, 2007",110 minutes
NR,Art House,"Jan 1, 1982","Jan 9, 2007",110 minutes
NR,International,"Jan 1, 1982","Jan 9, 2007",110 minutes
R,Action,"Apr 1, 2005","Aug 30, 2005",105 minutes
R,Adventure,"Apr 1, 2005","Aug 30, 2005",105 minutes
R,Art House,"Apr 1, 2005","Aug 30, 2005",105 minutes
R,International,"Apr 1, 2005","Aug 30, 2005",105 minutes
R,Drama,"Apr 1, 2005","Aug 30, 2005",105 minutes
R,Mystery,"Apr 1, 2005","Aug 30, 2005",105 minutes
R,Suspense,"Apr 1, 2005","Aug 30, 2005",105 minutes
R,Comedy,"Mar 4, 2016","Jun 28, 2016",111 minutes
R,Drama,"Mar 4, 2016","Jun 28, 2016",111 minutes
R,Art House,"Dec 29, 2017","Apr 24, 2018",105 minutes
R,International,"Dec 29, 2017","Apr 24, 2018",105 minutes
R,Drama,"Dec 29, 2017","Apr 24, 2018",105 minutes
R,Romance,"Dec 29, 2017","Apr 24, 2018",105 minutes
R,Comedy,"Mar 22, 1996","Jun 15, 1999",93 minutes
NR,Action,"Jan 1, 1952","Aug 20, 2013",84 minutes
NR,Adventure,"Jan 1, 1952","Aug 20, 2013",84 minutes
NR,Drama,"Jan 1, 1952","Aug 20, 2013",84 minutes
PG-13,Horror,"Feb 27, 2015","Jun 16, 2015",83 minutes
R,Art House,"Jan 1, 1987","Sep 18, 2007",92 minutes
R,International,"Jan 1, 1987","Sep 18, 2007",92 minutes
R,Comedy,"Jan 1, 1987","Sep 18, 2007",92 minutes
R,Drama,"Jan 1, 1987","Sep 18, 2007",92 minutes
PG-13,Action,"Oct 18, 2013","Feb 11, 2014",105 minutes
PG-13,Adventure,"Oct 18, 2013","Feb 11, 2014",105 minutes
PG-13,Mystery,"Oct 18, 2013","Feb 11, 2014",105 minutes
PG-13,Suspense,"Oct 18, 2013","Feb 11, 2014",105 minutes
NR,Action,"Jan 12, 2018","Apr 24, 2018",116 minutes
NR,Adventure,"Jan 12, 2018","Apr 24, 2018",116 minutes
NR,Art House,"Jan 12, 2018","Apr 24, 2018",116 minutes
NR,International,"Jan 12, 2018","Apr 24, 2018",116 minutes
NR,Drama,"Jan 12, 2018","Apr 24, 2018",116 minutes
R,Art House,"Jan 1, 1973","Feb 2, 1999",205 minutes
R,International,"Jan 1, 1973","Feb 2, 1999",205 minutes
R,Drama,"Jan 1, 1973","Feb 2, 1999",205 minutes
R,Art House,"Dec 16, 1994","Jul 1, 2003",125 minutes
R,International,"Dec 16, 1994","Jul 1, 2003",125 minutes
R,Drama,"Dec 16, 1994","Jul 1, 2003",125 minutes
PG,Animation,"Oct 24, 1993","Dec 2, 1997",76 minutes
PG,Kids,"Oct 24, 1993","Dec 2, 1997",76 minutes
PG,Family,"Oct 24, 1993","Dec 2, 1997",76 minutes
PG,Science Fiction,"Oct 24, 1993","Dec 2, 1997",76 minutes
PG,Fantasy,"Oct 24, 1993","Dec 2, 1997",76 minutes
PG,Documentary,"Oct 28, 2009","Jan 26, 2010",121 minutes
PG,Musical,"Oct 28, 2009","Jan 26, 2010",121 minutes
PG,Performing Arts,"Oct 28, 2009","Jan 26, 2010",121 minutes
R,Comedy,"Sep 26, 2003","Feb 3, 2004",102 minutes
R,Drama,"Sep 26, 2003","Feb 3, 2004",102 minutes
R,Romance,"Sep 26, 2003","Feb 3, 2004",102 minutes
R,Drama,"Jan 1, 1990","Nov 17, 1998",144 minutes
R,Romance,"Jan 1, 1990","Nov 17, 1998",144 minutes
PG,Art House,"Sep 6, 1954","Nov 18, 2003",115 minutes
PG,International,"Sep 6, 1954","Nov 18, 2003",115 minutes
PG,Classics,"Sep 6, 1954","Nov 18, 2003",115 minutes
PG,Drama,"Sep 6, 1954","Nov 18, 2003",115 minutes
NR,Classics,"Jul 1, 1947","Aug 3, 2004",89 minutes
NR,Comedy,"Jul 1, 1947","Aug 3, 2004",89 minutes
NR,Musical,"Jul 1, 1947","Aug 3, 2004",89 minutes
NR,Performing Arts,"Jul 1, 1947","Aug 3, 2004",89 minutes
NR,Classics,"Jan 1, 1940","Sep 25, 2007",120 minutes
NR,Musical,"Jan 1, 1940","Sep 25, 2007",120 minutes
NR,Performing Arts,"Jan 1, 1940","Sep 25, 2007",120 minutes
R,Art House,"May 8, 2015","Sep 22, 2015",135 minutes
R,International,"May 8, 2015","Sep 22, 2015",135 minutes
R,Drama,"May 8, 2015","Sep 22, 2015",135 minutes
R,Special Interest,"May 8, 2015","Sep 22, 2015",135 minutes
PG-13,Comedy,"Jul 19, 1991","Mar 22, 2005",107 minutes
R,Action,"Oct 5, 2007","Feb 5, 2008",159 minutes
R,Adventure,"Oct 5, 2007","Feb 5, 2008",159 minutes
R,Drama,"Oct 5, 2007","Feb 5, 2008",159 minutes
R,Western,"Oct 5, 2007","Feb 5, 2008",159 minutes
PG,Art House,"Nov 6, 1987","Feb 23, 1999",157 minutes
PG,International,"Nov 6, 1987","Feb 23, 1999",157 minutes
PG,Drama,"Nov 6, 1987","Feb 23, 1999",157 minutes
PG-13,Mystery,"Nov 10, 2000","Mar 27, 2001",108 minutes
PG-13,Suspense,"Nov 10, 2000","Mar 27, 2001",108 minutes
PG-13,Science Fiction,"Nov 10, 2000","Mar 27, 2001",108 minutes
PG-13,Fantasy,"Nov 10, 2000","Mar 27, 2001",108 minutes
R,Drama,"Jan 11, 2003","Aug 29, 2006",95 minutes
R,Mystery,"Jan 11, 2003","Aug 29, 2006",95 minutes
R,Suspense,"Jan 11, 2003","Aug 29, 2006",95 minutes
PG,Animation,"Nov 5, 2004","Mar 15, 2005",115 minutes
PG,Comedy,"Nov 5, 2004","Mar 15, 2005",115 minutes
PG,Kids,"Nov 5, 2004","Mar 15, 2005",115 minutes
PG,Family,"Nov 5, 2004","Mar 15, 2005",115 minutes
PG-13,Comedy,"Jul 29, 2005","Dec 20, 2005",98 minutes
PG-13,Drama,"Jul 29, 2005","Dec 20, 2005",98 minutes
PG-13,Romance,"Jul 29, 2005","Dec 20, 2005",98 minutes
PG,Art House,"May 30, 1986","Sep 2, 2003",103 minutes
PG,International,"May 30, 1986","Sep 2, 2003",103 minutes
PG,Comedy,"May 30, 1986","Sep 2, 2003",103 minutes
PG,Drama,"May 30, 1986","Sep 2, 2003",103 minutes
R,Drama,"Nov 7, 2008","Mar 3, 2009",93 minutes
R,Mystery,"Nov 7, 2008","Mar 3, 2009",93 minutes
R,Suspense,"Nov 7, 2008","Mar 3, 2009",93 minutes
R,Action,"Aug 17, 2007","Oct 28, 2008",114 minutes
R,Adventure,"Aug 17, 2007","Oct 28, 2008",114 minutes
R,Drama,"Aug 17, 2007","Oct 28, 2008",114 minutes
R,Comedy,"Feb 12, 2016","May 24, 2016",110 minutes
R,Romance,"Feb 12, 2016","May 24, 2016",110 minutes
PG,Action,"Dec 11, 1991","Mar 21, 2000",136 minutes
PG,Adventure,"Dec 11, 1991","Mar 21, 2000",136 minutes
PG,Kids,"Dec 11, 1991","Mar 21, 2000",136 minutes
PG,Family,"Dec 11, 1991","Mar 21, 2000",136 minutes
PG,Science Fiction,"Dec 11, 1991","Mar 21, 2000",136 minutes
PG,Fantasy,"Dec 11, 1991","Mar 21, 2000",136 minutes
NR,Drama,"Oct 28, 2016","Dec 6, 2016",88 minutes
NR,Mystery,"Oct 28, 2016","Dec 6, 2016",88 minutes
NR,Suspense,"Oct 28, 2016","Dec 6, 2016",88 minutes
R,Drama,"May 26, 1995","Jul 3, 2001",121 minutes
R,Science Fiction,"May 26, 1995","Jul 3, 2001",121 minutes
R,Fantasy,"May 26, 1995","Jul 3, 2001",121 minutes
R,Western,"May 26, 1995","Jul 3, 2001",121 minutes
R,Drama,"Sep 5, 2003","Oct 14, 2003",132 minutes
PG-13,Comedy,"Jun 1, 2006","Oct 17, 2006",107 minutes
PG-13,Drama,"Jun 1, 2006","Oct 17, 2006",107 minutes
PG-13,Romance,"Jun 1, 2006","Oct 17, 2006",107 minutes
NR,Action,"May 16, 1957","Oct 25, 2016",120 minutes
NR,Adventure,"May 16, 1957","Oct 25, 2016",120 minutes
NR,Drama,"May 16, 1957","Oct 25, 2016",120 minutes
PG-13,Action,"Nov 27, 2001","Nov 27, 2001",97 minutes
PG-13,Adventure,"Nov 27, 2001","Nov 27, 2001",97 minutes
PG-13,Drama,"Nov 27, 2001","Nov 27, 2001",97 minutes
PG-13,Western,"Nov 27, 2001","Nov 27, 2001",97 minutes
R,Mystery,"Jun 13, 2014","Sep 23, 2014",103 minutes
